row_index,id,title,entity,entity_type,ticker,event_type,risk_score,justification,confidence,event_severity,num_sources,anomaly_factor,market_factor,volatility,leverage,liquidity,raw_score
0,002856d5a68f576a39f911a5f4f9116397cf2cc69574b2299fe464af837537c8,BNY gets licence for Saudi regional HQ as global banks grow presence - Reuters,,,BK,regulatory_action,1.19,"BNY's acquisition of a Saudi regional license validates compliance with local regulations, mitigating operational and legal risks associated with expanding into new markets.",0.9,0.7,1,1.0,0.8936,1.109,0.5,1.0,0.9532
1,02126cff8c6c89742198efbd3710b0d066097b462cff60ba5d21b8a319c09f0f,Moody’s and MSCI Partner for Private Credit Risk Modelling Tool - planadviser,,,BK,regulatory_action,1.88,"The partnership for creating a new credit risk model may prompt compliance adjustments under financial regulations, impacting the entity's operational framework.",0.9,0.7,1,1.5773502691896257,0.8936,1.109,0.5,1.0,1.5035
2,03fc0d93026da945e16cf6bcdeded87e03c5bee1d043ec6f2c70c330b4641bc1,Lending Stocks For Passive Income Made Possible by New eToro and BNY Launch - The Fintech Times,,,BK,counterparty_default,1.7,Investors holding these lending stocks face credit risks if underlying borrowers or issuaries default on their obligations.,0.9,1.0,1,1.0,0.8936,1.109,0.5,1.0,1.3617
2,03fc0d93026da945e16cf6bcdeded87e03c5bee1d043ec6f2c70c330b4641bc1,Lending Stocks For Passive Income Made Possible by New eToro and BNY Launch - The Fintech Times,,,BK,liquidity_stress,1.53,"The new product may lack sufficient market depth, causing difficulties in selling shares quickly during volatile periods without significant price impact.",0.9,0.9,1,1.0,0.8936,1.109,0.5,1.0,1.2255
3,05fd3f60e2c90710c3ffe74d45e18fa2dc6ba41fdcf7d82f9a96a5b9c4cd2989,PIMCO opens first Korean office in Jeonju to enhance national pension management - CHOSUNBIZ - Chosunbiz,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.0,0.8936,1.109,0.5,1.0,0.1362
4,0645a699996a4e923bfdc185ea09b486b70e48cf4d52b493f08e115a2ec08255,"Iran Told Trump It Wants Peace, Won’t Back Down Against Threats - Bloomberg.com",,,BK,sanctions_exposure,1.45,"Iran's defiant stance may escalate geopolitical tensions, increasing compliance risks and financial penalties for entities engaged in activities with Iranian markets or sanctioned assets.",0.9,0.85,1,1.0,0.8936,1.109,0.5,1.0,1.1574
5,07989d591ea3362a4454b42bf4c688e451dfc0bcdeb375387fe6ac2c82bc92d7,Major US banks dial down information sharing with OCC after email hack - Finextra Research,,,BK,liquidity_stress,1.53,The reduced information sharing may indicate heightened liquidity risk due to potential customer withdrawals or operational disruptions following a cybersecurity incident.,0.9,0.9,1,1.0,0.8936,1.109,0.5,1.0,1.2255
5,07989d591ea3362a4454b42bf4c688e451dfc0bcdeb375387fe6ac2c82bc92d7,Major US banks dial down information sharing with OCC after email hack - Finextra Research,,,BK,fraud_investigation,1.53,"An email-based hack suggests fraudulent activities, prompting internal/external investigations into the breach and associated risks.",0.9,0.9,1,1.0,0.8936,1.109,0.5,1.0,1.2255
6,1498cb698ed72d99cbcc7e600387bc2fc1e288e05b57f10084e532ded53a100c,BNY pilots first intraday triparty repo trade - Securities Finance Times,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.0,0.8936,1.109,0.5,1.0,0.1362
7,14ac92cdf6f3df1756c002013d0f8a3a937262ae30ebbab36a63116f2b6d76db,BNY obtains regional headquarters licence in Saudi Arabia - Securities Finance Times,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.0,0.8936,1.109,0.5,1.0,0.1362
8,1658850f65438ffedba657409b0e8ae9f275eeb84792cd626dd0ec05f17984b4,"Leadership in the Law: Fireside Chat with Kevin McCarthy, General Counsel of BNY - Mayer Brown",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,2.0,0.8936,1.109,0.5,1.0,0.2723
9,16edb2a508672fb927a66b2a76de435d8b545bb316d5430151f622a474c14f40,eToro expands relationship with BNY to launch stock lending programme enabling users to earn passive income - eToro,,,BK,counterparty_default,3.09,"eToro's expansion into stock lending introduces increased exposure to users defaulting on borrowed securities, representing a credit risk.",0.9,1.0,1,1.8164965809277263,0.8936,1.109,0.5,1.0,2.4735
0,1750754c935c898f4c16822bb32133b938906126322c6af81a038f876f1bcb10,"Who's Moving Where In Wealth Management? – Crescent Grove Advisors, PNC, Others - Family Wealth Report",,,BK,liquidity_stress,2.97,"The report indicates trends in asset allocation across firms like Crescent Grove Advisors and PNC, which could strain their liquidity if sudden withdrawals or redemptions occur due to market volatility.",0.9,0.9,1,1.9366490435726105,0.8936,1.109,0.5,1.0,2.3734
0,1750754c935c898f4c16822bb32133b938906126322c6af81a038f876f1bcb10,"Who's Moving Where In Wealth Management? – Crescent Grove Advisors, PNC, Others - Family Wealth Report",,,BK,counterparty_default,3.3,Exposure to entities such as Crescent Grove Advisors and PNC (if they default) poses counterparty risk for clients reallocating assets according to the report's trends.,0.9,1.0,1,1.9366490435726105,0.8936,1.109,0.5,1.0,2.6371
1,17e72e9aae6f8ce604c217e240f38834706d93ad1f9496bb688e2e17fa6b0143,"Hugo Hunte Obituary - Oviedo, FL - Dignity Memorial",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9999999999999996,0.8936,1.109,0.5,1.0,0.2723
2,1a3efb43f4f9fc915841cfd4194e69abf9bcd8e0dc5b35e408dc87089b1108f3,BNY global communications head Garrett Marquis to exit - PRWeek,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9079096132664701,0.8936,1.109,0.5,1.0,0.2598
3,1c6364daab6bef1d38b6e19a3a94322e925d25ca3e3d4cf5a663d19ffc22f03b,Circle Payments Network Unveiled: Here Is What You Need to Know - Binance,,,BK,regulatory_action,2.38,"The collaboration between Binance (regulated in Singapore) and Cypher may attract heightened scrutiny from global regulators concerned about anti-money laundering (AML) and Know Your Customer (KYC) compliance, leading to potential regulatory actions.",0.9,0.7,1,1.9944504685753266,0.8936,1.109,0.5,1.0,1.9011
3,1c6364daab6bef1d38b6e19a3a94322e925d25ca3e3d4cf5a663d19ffc22f03b,Circle Payments Network Unveiled: Here Is What You Need to Know - Binance,,,BK,operational_outage,2.04,"Integration of Cypher's payment system with Binance could result in technical challenges or temporary disruptions, impacting users' ability to conduct transactions smoothly during the transition period.",0.9,0.6,1,1.9944504685753266,0.8936,1.109,0.5,1.0,1.6295
4,20a068e6da29aa7bfa2ec5de3788ad37529e65e11065dc1c5b87d1eae2ac321b,Soter Holdings Appoints Curtis Arledge as Independent Director - citybiz,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9999999999999996,0.8936,1.109,0.5,1.0,0.2723
5,2216c3a26ab7e95c4ceed826c22d83649535f8eb7301326c53c6f959f1bdd61e,Far-Right Bardella to Run for French President If Le Pen Barred - Bloomberg.com,,,BK,regulatory_action,2.25,"A change in French leadership (e.g., Bardella's election) might introduce new regulations affecting market operations and compliance for entities exposed to France's economic policies.",0.9,0.7,1,1.8887917119331528,0.8936,1.109,0.5,1.0,1.8004
5,2216c3a26ab7e95c4ceed826c22d83649535f8eb7301326c53c6f959f1bdd61e,Far-Right Bardella to Run for French President If Le Pen Barred - Bloomberg.com,,,BK,counterparty_default,3.21,Financial institutions backing Le Pen or Bardella could face defaults if their political alignment leads to reduced investor confidence or revenue streams.,0.9,1.0,1,1.8887917119331528,0.8936,1.109,0.5,1.0,2.572
6,231db3a1cf54bdeeb53b77c6687dbc96b20a88cd7f204b9315585df01e9e6f2c,"BNY launches blockchain data product, BlackRock first to utilize new digital asset tool - The Business Journals",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.73173379628617,0.8936,1.109,0.5,1.0,0.2358
7,24aa338bb614252baebc41b830d30d79cbf71cc0513e2f2be58e0382e2a4b485,Carnegie Science Center’s new Fab Lab lets you unleash your creativity - nextpittsburgh.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9405914708969543,0.8936,1.109,0.5,1.0,0.2642
8,2963db76b5b1b6ad692b080809accf432ac82b1a680220db14c6a5da053a54a0,BNY ups in-office requirement to 4 days per week - Banking Dive,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.3414835603877395,0.8936,1.109,0.5,1.0,0.1827
9,29a6140f5dd3540b41746a8a9d95abc494366e1a98969a61eb3e08ba4edb9b91,BNY facilitates first intraday repo trade through triparty platform - The TRADE,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.924157456082423,0.8936,1.109,0.5,1.0,0.262
10,2baf5dd6dcdc15261f7ddcac244c6ef5c578a78df9c1545cd39f95f406b4a3f4,BNY partners with Sohar International to enhance custody and asset services in Oman - Global Custodian,,,BK,counterparty_default,2.35,"The partnership introduces BNY to Sohar International as a new counterparty, potentially exposing it to credit risk if Sofhar defaults on obligations.",0.9,1.0,1,1.3787929926063298,0.8936,1.109,0.5,1.0,1.8775
11,2c15e6c500d2584bbce33c4d2a0ec5177a1da6d7a9c1582555afbd97d4cda92d,"BNY, Samsung Next, and Fusion Fund Invest in Reality Defender - Reality Defender",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.924883202755029,0.8936,1.109,0.5,1.0,0.2621
12,2d31e78f2de44705862cdb95e10dff27fd6c36656e1e67ea79bdf4da6b991dc7,Major U.S. banks pause data sharing with this federal bureau after a cyberattack exposed sensitive information - Fast Company,,,BK,regulatory_action,2.3,"The cyberattack may prompt increased scrutiny from U.S. regulators, leading to potential compliance penalties or new data protection regulations for major banks.",0.9,0.7,1,1.9290673009635526,0.8936,1.109,0.5,1.0,1.8388
12,2d31e78f2de44705862cdb95e10dff27fd6c36656e1e67ea79bdf4da6b991dc7,Major U.S. banks pause data sharing with this federal bureau after a cyberattack exposed sensitive information - Fast Company,,,BK,fraud_investigation,2.96,Exposure of sensitive information due to the cyberattack could trigger investigations into fraudulent activities linked to compromised transactions or actors.,0.9,0.9,1,1.9290673009635526,0.8936,1.109,0.5,1.0,2.3641
13,2e3481800983beb08dbf5e5bdf0ffecdb4296fab3e8c40bc6fa6db9fc0d402e2,OCC takes stock of breach as some banks limit info sharing - Banking Dive,,,BK,regulatory_action,2.13,The OCC's investigation into the breach may result in enforcement actions against banks not complying with regulatory standards.,0.9,0.7,1,1.7881462195833953,0.8936,1.109,0.5,1.0,1.7044
13,2e3481800983beb08dbf5e5bdf0ffecdb4296fab3e8c40bc6fa6db9fc0d402e2,OCC takes stock of breach as some banks limit info sharing - Banking Dive,,,BK,fraud_investigation,2.74,"Data breaches typically prompt investigations to determine if fraudulent activities, such as phishing attacks, were involved.",0.9,0.9,1,1.7881462195833953,0.8936,1.109,0.5,1.0,2.1914
14,2f63007818708a015b25ee5a07fd30cfa193dd831a2fecbb20c49042e762f762,FOMO Pay Leverages BNY's Capability to Power GBP & EUR Cross-Border Payments - FOMO Pay,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9776739048522631,0.8936,1.109,0.5,1.0,0.2693
15,31cc27e438b053697653eae7e27815863db8dab04c196a456485f550fa875e63,AI Agents and the Transformation of the Financial Industry - Fujitsu Global,,,BK,regulatory_action,2.0,"AI-driven transformations in finance, led by Fujitsu Global, may trigger regulatory scrutiny or new rules impacting other entities.",0.9,0.7,1,1.6760464242131587,0.8936,1.109,0.5,1.0,1.5976
16,32bc91538f830252fe87ed15fb86e8bc1183e98dc2b7cc0f403231e19a76e3d5,Spring 2025 Design Expo - University of Pittsburgh,,,BK,operational_outage,1.99,"The unknown entity may face operational disruptions if technical or logistical challenges prevent the Spring 2025 Design Expo from proceeding as planned, impacting financial commitments.",0.9,0.6,1,1.9454685972010801,0.8936,1.109,0.5,1.0,1.5895
16,32bc91538f830252fe87ed15fb86e8bc1183e98dc2b7cc0f403231e19a76e3d5,Spring 2025 Design Expo - University of Pittsburgh,,,BK,liquidity_stress,2.98,Organizers could encounter liquidity issues if ticket sales or sponsorship revenue falls short of covering upfront costs for hosting the event at the University of Pittsburgh.,0.9,0.9,1,1.9454685972010801,0.8936,1.109,0.5,1.0,2.3842
17,33d751a88479efdc5d945a18a2ed53479dde1fd0598650d741a831c9a8933f6e,"JPMorgan, BNY Limit Information Sharing With OCC After Hack - Bloomberg.com",,,BK,regulatory_action,2.13,"The bank faces increased regulatory scrutiny due to its restricted information sharing with OCC following a cybersecurity incident, potentially leading to compliance investigations or penalties.",0.9,0.7,1,1.7889217462614737,0.8936,1.109,0.5,1.0,1.7052
18,37c8777832efc7256adb9c9bdf587dfca9e96e552ffd6ddc3fa5bb9953752e8d,BlackRock to issue DLT shares in Treasury fund via BNY - ledgerinsights.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.7756347087128588,0.8936,1.109,0.5,1.0,0.2418
19,3ab48e9301c6ab63f673003c3404fef15dc9b05ecec07e089208420482d5d41b,BNY and BlackRock Bet Big on Blockchain’s Future - Disruption Banking,,,BK,regulatory_action,2.31,"The news indicates that BNY and BlackRock are investing in blockchain, which may attract increased regulatory scrutiny due to potential compliance risks under existing financial regulations.",0.9,0.7,1,1.941936275773116,0.8936,1.109,0.5,1.0,1.851
20,3cbda5720473e7ee8da945f7d0cc498650983c699bb4cd81e764f70fd7fc0066,Clarence Chan: Building Resilient Portfolios and Smarter Client Conversations for a New Era - Hubbis,,,BK,liquidity_stress,2.95,"The emphasis on 'Building Resilient Portfolios' implies preparation for market conditions causing client withdrawal pressures, indicating a liquidity stress scenario.",0.9,0.9,1,1.9289046755358474,0.8936,1.109,0.5,1.0,2.3639
21,3e3b65d9a6d989e2b233d26bec4289137d1c5a076176cda57079219c39b2065a,"BNY scales up its Asia Pacific offerings in cross-border payments,liquidity management and digital trade finance - The Asian Banker",,,BK,liquidity_stress,2.85,"Expanding cross-border payments and digital trade finance in Asia Pacific increases transactional volume and currency risks, potentially straining the entity's liquidity.",0.9,0.9,1,1.8597792066476124,0.8936,1.109,0.5,1.0,2.2792
21,3e3b65d9a6d989e2b233d26bec4289137d1c5a076176cda57079219c39b2065a,"BNY scales up its Asia Pacific offerings in cross-border payments,liquidity management and digital trade finance - The Asian Banker",,,BK,regulatory_action,2.22,"Entering diverse regulatory environments across Asia Pacific may expose the entity to compliance challenges, risking penalties or actions from local authorities.",0.9,0.7,1,1.8597792066476124,0.8936,1.109,0.5,1.0,1.7727
22,3e9879bd29697ba049b6b2db4c3f998b15a1e97b8c1b3519cec8b171e76434e0,A&O Shearman’s Great Partner Exodus - LawFuel,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9914342193593222,0.8936,1.109,0.5,1.0,0.2712
23,3eae2987661ab93e5762e457a12359446d36a5554bd8d1f61ed0a0699eaec91a,UK digital asset exchange Archax expands to US with acquisition - ledgerinsights.com,,,BK,merger_acquisition,1.0,"The news mentions Archax expanding into the US through an acquisition, which is a direct example of a merger or acquisition event impacting the entity's strategic and financial risk profile.",0.9,0.2,1,1.6119939737065208,0.8936,1.109,0.5,1.0,0.439
24,42c7c82c48516fb2b3142e20a5ff7541dfb776e7d21ceb6c97e729382ff472f4,BNY’s investment and wealth management AUM stays flat year-over-year - Pensions & Investments,,,BK,liquidity_stress,2.75,"Flat year-over-year AUM may indicate reduced client inflows or heightened withdrawal demands, straining the bank's short-term liquidity.",0.9,0.9,1,1.794940828053845,0.8936,1.109,0.5,1.0,2.1997
25,44679c5e374985b8b66b59d7d289b314f7de6093674895783c1163e7b0c3a1e0,Sohar International teams up with BNY to strengthen investment services in Oman - IBS Intelligence,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.3573494224543774,0.8936,1.109,0.5,1.0,0.1848
26,49147b453b6821953b74e8899c62b2297af148ba8465258e1998f6938efcfdf6,eToro Joins Robinhood in Stock Lending Arena with New Feature for European Investors - TradingView,,,BK,regulatory_action,1.55,"The launch of stock lending for European investors may require adherence to EU regulations (e.g., MiFID II), potentially leading to regulatory scrutiny or actions if compliance is not ensured.",0.9,0.7,1,1.298014290856428,0.8936,1.109,0.5,1.0,1.2373
27,49eb185e5303f12318927e8baee6431541267c9cff7362aef07b39a9f8176118,Report: OCC Hack Prompts Information Sharing Limits From Big Banks - PYMNTS.com,,,BK,liquidity_stress,2.9,"The OCC hack has forced major banks to restrict information sharing, potentially straining liquidity as they adapt to heightened operational risks and compliance challenges.",0.9,0.9,1,1.8939698989963634,0.8936,1.109,0.5,1.0,2.3211
28,4a7e0e6411a59773db6425c3a7170447ed59d04f84885e634ff802573e3e9bd4,TRUMP Token Price Tanks 5% as $24M Tokens Shifted to CEXs Ahead of Trump Dinner - Coinspeaker,,,BK,liquidity_stress,2.92,"The mass transfer of $24M tokens to exchanges ahead of a high-profile event increases trading volume, potentially straining liquidity and triggering automated sell orders that contribute to the observed price decline.",0.9,0.9,1,1.9088660061690343,0.8936,1.109,0.5,1.0,2.3394
29,4b2e036822bca6e3d42680a427fb88782dae1980eca140a978c1e4a06d469dd1,Top U.S. Banks Embrace Technology to Enhance Operational Efficiency in Q1 2025 - The National CIO Review,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9450136097720114,0.8936,1.109,0.5,1.0,0.2649
30,4bed3372d87a869eed9b6346b3256842f1eb9069c5fc0839c7b634ad99741bfd,Alter Domus adds two senior hires - Asset Servicing Times,,,BK,counterparty_default,3.28,"The hires in Asset Servicing suggest enhanced management of counterparties, potentially reducing defaults and associated credit risks.",0.9,1.0,1,1.9264342037180615,0.8936,1.109,0.5,1.0,2.6232
31,4c55fdcee46f4da19a695e7ccb2c0cecacb7f5536abd1b30aec36faab9b59319,Funds built to stand the test of time - Interactive Investor,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.990165813482779,0.8936,1.109,0.5,1.0,0.271
32,4fd09e725d3cfbd93f374a89ecd57463552a30a8e1423058eb980152a9d3a72a,"Fannie Mae, BNY Accused of Inflating Rates on Loan Foreclosures - Bloomberg.com",,,BK,regulatory_action,2.22,"The accusation implies potential regulatory scrutiny, investigations, or penalties for rate inflations on loan foreclosures impacting financial compliance.",0.9,0.7,1,1.8652396989240674,0.8936,1.109,0.5,1.0,1.7779
33,541743bf7a45d90bef557ce2317c809c94dca3758be9a535bd629a450066449b,"Pune among fastest-growing job markets, sees 39% YoY increase - ETHRWorld.com",,,BK,liquidity_stress,2.86,"The rapid job growth could increase economic activity, potentially straining financial institutions' liquidity through heightened transactional demands.",0.9,0.9,1,1.8668372056828386,0.8936,1.109,0.5,1.0,2.2879
34,544de0363a3a05c43852966c97ed93174db3c7734d646ef070c6043f59a8358c,Optimizing Private Credit & CLO Operations for Efficiency - BNY,,,BK,liquidity_stress,3.02,"Optimizing operations for efficiency may involve reducing liquidity buffers or increasing exposure to illiquid assets, heightening the bank's vulnerability to sudden cash outflows.",0.9,0.9,1,1.973191623245786,0.8936,1.109,0.5,1.0,2.4182
35,59606eb7e8c8c0026d945f3df21bab33eb0a94c24f5d548ee467c9fb80a5dfe7,Trump’s Attacks on the Fed and Powell Will Have Unintended Consequences - Barron's,,,BK,liquidity_stress,2.69,"Trump's attacks on the Fed could heighten market uncertainty, prompting capital outflows and reduced liquidity as investors seek safer assets.",0.9,0.9,1,1.7530102765184234,0.8936,1.109,0.5,1.0,2.1484
36,5f10e3da89787447939c83a1d7c22f418a34e113b0063cb1d2a2723dd6cafe12,Euan Munro exits CEO role at Newton IM - PA Adviser,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.879582752210231,0.8936,1.109,0.5,1.0,0.2559
37,61d41502e599b8db9e833df34546406e5bc78dc355569b0f99edeb1e1794ef6d,Month-end Rebalancing Analysis: March - BNY,,,BK,liquidity_stress,3.02,"Month-end rebalancing may require asset sales during a period of heightened withdrawal activity, straining liquidity for 'Unknown' (assumed to be a financial entity).",0.9,0.9,1,1.9715294152547824,0.8936,1.109,0.5,1.0,2.4162
38,624156862ab873ef4538759f7441c0f15c808df39d2d9092609ce4a4712518f1,Spain’s Cecabank starts up in Luxembourg - Luxembourg Times,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9999999999999996,0.8936,1.109,0.5,1.0,0.2723
39,6a5a240007debcaf59461ed2d6b61fab5339749cc4608ed7491920f12fdd4d1c,"Fresh debt from JPMorgan, Morgan Stanley draws warm reception from investors in hopeful sign - MarketWatch",,,BK,capital_raise,1.01,"The entity issued fresh debt to raise capital, impacting its leverage and financial structure.",0.9,0.3,1,1.9744917398390234,0.8936,1.109,0.5,1.0,0.8066
0,6b0239a16c76b524fbcab3399c6c65a61aac301fc69c442b20a4f5e1cc34af99,iFlow | Short Thoughts | The Fed Slows Quantitative Tightening - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.792851257182555,0.8936,1.109,0.5,1.0,0.2441
1,6e48c0c7d072e8d943b069b46a53a8dd638fff6d5689b4cba581fbd7095b11d9,America's oldest bank looks to Japan amid global uncertainty - Nikkei Asia,,,BK,merger_acquisition,1.0,"The bank may pursue strategic mergers or acquisitions in Japan to stabilize growth and mitigate risks amid global uncertainty, leveraging regional stability.",0.9,0.2,1,1.9329561471151617,0.8936,1.109,0.5,1.0,0.5264
2,70605fc29ad5eff4b17d37aa621437e7ccaeb6a69f5a47441f34e4dce6950f83,"Texas court affirms breach in mortgage deal, trims BNY Mellon's $1.3 million liability - mpamag.com",,,BK,counterparty_default,3.08,"The court's confirmation of a breach in mortgage deal terms directly impacts BNY Mellon's financial obligations, reducing its liability by $1.3 million.",0.9,1.0,1,1.8107392889854692,0.8936,1.109,0.5,1.0,2.4657
3,72a5d14303005084c6b0c3314ad6eda1fb49a4d6d874136d88919a4031f77534,Not salary or work. Techie shares the delicious reason why he goes to office every day without fail - The Economic Times,,,BK,unknown_event,1.0,No justification provided,0.9,0.1,1,1.8551056501232503,0.8936,1.109,0.5,1.0,0.2526
4,7315912f9406e219858e0d9210514a9ee235a711115aebff7e7c82a67439a0d2,BNY asks employees to return to office four days a week by September - Reuters,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5868271889792407,0.8936,1.109,0.5,1.0,0.2161
5,74a657f9152574a07ebe05be53dfe1966d29d582412d5bfedf117f7ac39d7f5c,BNY pilots first intraday repo trade settled through its triparty infrastructure - FX News Group,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8514032988995073,0.8936,1.109,0.5,1.0,0.2521
6,7c08a93dea77e2e9f319014316fa6fc40882fcc032fcc43fb3308bab2184ea9e,"Reality Defender Announces Strategic Investments from BNY, Samsung Next, and Fusion Fund - PR Newswire",,,BK,counterparty_default,3.18,The news does not mention any counterparty default or financial issues with another entity involved in the investment.,0.9,1.0,1,1.8701524266725347,0.8936,1.109,0.5,1.0,2.5466
6,7c08a93dea77e2e9f319014316fa6fc40882fcc032fcc43fb3308bab2184ea9e,"Reality Defender Announces Strategic Investments from BNY, Samsung Next, and Fusion Fund - PR Newswire",,,BK,liquidity_stress,2.86,The bank faces sudden withdrawals causing liquidity stress.,0.9,0.9,1,1.8701524266725347,0.8936,1.109,0.5,1.0,2.2919
