row_index,id,title,entity,entity_type,ticker,event_type,risk_score,justification,confidence,event_severity,num_sources,anomaly_factor,market_factor,volatility,leverage,liquidity,raw_score
7,7d4b5d73b35d8925cee92bee2128b48e94415b987332c2cc526f967cc8b77b75,Market concentration rarely lasts. - BNY,,,BK,liquidity stress,1.0,"The news summary suggests that high market concentration may lead to systemic risks, such as reduced diversity and increased counterparty exposure, potentially straining liquidity for all involved entities including BNY. 'BNY' could be particularly affected if major concentrated players face financial challenges or regulatory changes.",0.9,0.1,1,1.434912640513006,0.8936,1.109,0.5,1.0,0.1954
8,7ef6aa02edf9ace24a48883c59819902beb249b9151879c1b1f9d2fc648aa720,ETF Prime: Chang Highlights 5 Notable ETF Launches - ETF Trends,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.94046722074295,0.8936,1.109,0.5,1.0,0.2642
9,7ff424404a7935cf7d5bbd17c130d4ff2ac29d17ddddeddd8f72116c1879f4cf,Chainalysis Recognizes Customer Excellence at Links NYC - Chainalysis,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.940467220742951,0.8936,1.109,0.5,1.0,0.2642
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,counterparty_default,3.24,Potential default by the counterparty represents a significant financial risk to the company.,0.9,1.0,1,1.9053944807677574,0.8936,1.109,0.5,1.0,2.5946
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,liquidity_stress,2.92,"The bank is experiencing a liquidity shortfall due to large, unplanned withdrawals or demands for payment from its customers and other parties.",0.9,0.9,1,1.9053944807677574,0.8936,1.109,0.5,1.0,2.3351
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,credit_downgrade,2.59,A credit downgrade of one of the company’s major counter-parties could have an impact on financial results by increasing default risk exposure.,0.9,0.8,1,1.9053944807677574,0.8936,1.109,0.5,1.0,2.0757
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,regulatory_action,2.27,"The bank may be subject to new or existing government regulations that can affect its operations and bottom line in terms of fines, penalties, or other changes to business practices and policies.",0.9,0.7,1,1.9053944807677574,0.8936,1.109,0.5,1.0,1.8162
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,fraud_investigation,2.92,A financial investigation into the company by a regulatory body could result in potential losses if any illegal activities are found which would have an impact on its overall results and reputation.,0.9,0.9,1,1.9053944807677574,0.8936,1.109,0.5,1.0,2.3351
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,sanctions_exposure,2.76,"The bank may be subject to increased economic or political sanctions that can affect business operations, for example through the loss of key customers or markets as a result of current trade embargos or other financial restrictions being placed upon it by its government(s) and/or third parties.",0.9,0.85,1,1.9053944807677574,0.8936,1.109,0.5,1.0,2.2054
10,80aad7a935fdfc14e4266460ea5256b4bbef1cc35f9d1027ad2b1457061b87d3,IFG Names Kevin M. Keefe President And COO To Enhance Growth - Wealth Solutions Report,,,BK,operational_outage,1.95,"The inability to meet customer needs due to an extended system breakdown, natural disaster such as power loss could have significant impact on the company’s bottom line in terms of lost business or other financial impacts.  This may also include data security issues that can result from a major operational outage which would affect its overall results and reputation.",0.9,0.6,1,1.9053944807677574,0.8936,1.109,0.5,1.0,1.5567
11,8325e468446e0636ec5ba1ffa5c2307330a20304ac381bf72ad62e7a2cb66d23,House Republicans Draft Cuts to Federal Employee Pensions - plansponsor,,,BK,counterparty_default,3.3,"The proposed pension cuts could strain the financial stability of companies that sponsor federal employee benefits, increasing their risk of default on related obligations.",0.9,1.0,1,1.94046722074295,0.8936,1.109,0.5,1.0,2.6423
11,8325e468446e0636ec5ba1ffa5c2307330a20304ac381bf72ad62e7a2cb66d23,House Republicans Draft Cuts to Federal Employee Pensions - plansponsor,,,BK,regulatory_action,2.31,"The draft changes may introduce new regulations or significantly alter existing ones for benefit plans, directly impacting their operations and compliance requirements.",0.9,0.7,1,1.94046722074295,0.8936,1.109,0.5,1.0,1.8496
12,847ecde5ba2bf538b1b746d253a2149e00ccb02cf88cb1f97612afa41781d9e0,Pittsburgh’s office market slows as tenants delay decisions amid rising costs - post-gazette.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.645148711451367,0.8936,1.109,0.5,1.0,0.224
13,8513c8870ed071a698fea9ca2e5e45e5f976ebc33d85bed1ae15565156c6f80c,"Homeowners sue Fannie Mae, BNY over inflated foreclosure costs - mpamag.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.7832319714377904,0.8936,1.109,0.5,1.0,0.2428
14,86abb1c3a210c9a2e22ca80880e964da0d663c8e33801b7a72e498287f07a68f,eToro partners with BNY to launch stock lending programme - FStech,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.3917377496703427,0.8936,1.109,0.5,1.0,0.1895
15,87da4302e1e6ef3e0f4166eb35e03d90aed9e4e740862d17a340553b849c337a,Defaqto reveals top 10 recommended Multi-Asset investment solutions in Q1 2025 - IFA Magazine,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8071213484568514,0.8936,1.109,0.5,1.0,0.2461
16,88fa5a084b6aa6eac5cc0c33af4ad8cbadb72e5fd957e6327549e25051bcc0e4,"Morgan Stanley, JPMorgan Lead $16.5 Billion Bank Borrowing Spree - Bloomberg.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.7400443963325314,0.8936,1.109,0.5,1.0,0.2369
17,89c1ad9d28aa4b4a0dbe2dddccd7c312587e3183b3e403800b5559c45c09f981,BlackRock Files for Digital Shares in $150 Million Money Market Fund to Use Blockchain Tech - CryptoNinjas,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.0,0.8936,1.109,0.5,1.0,0.1362
18,8a31c98849a90e61805a59f4cf7b1b5b8577f549ce5ad3953a40519d28d359b5,Treasuries at Risk of Foreign Buyer Strike in Tariff Retaliation - Bloomberg.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.6928468995249917,0.8936,1.109,0.5,1.0,0.2305
19,8a8d84cc23358f0f19a8e0607859e67d93801c9df0217bf93e5bef5fc8ed6e44,Providing Asia’s EAMs With Heavy-Hitting Support – BNY Pershing - Wealth Briefing Asia,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9604419253067809,0.8936,1.109,0.5,1.0,0.267
20,8aa4f4c8b14a2b115947bf6f0f3c47160ffd0146081432a88f2c4ec2c9d99026,BNY enjoys record quarter but sees tariff trouble ahead - American Banker,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9292087807754106,0.8936,1.109,0.5,1.0,0.2627
21,8bffad24a7f1276746bb1cb99fbd183ca466d7f75e13953e3e4a99ef368bb6ac,BlackRock files to offer tokenized shares of its $150 billion Treasury Trust fund via BNY Mellon - The Block,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.082198858290547,0.8936,1.109,0.5,1.0,0.1474
22,8c99e5bd72729f037e0aab5e383952477bf501da173e283a30e0fff3d13ee469,Crossing the $3 trillion threshold - Global Custodian,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.929955252486515,0.8936,1.109,0.5,1.0,0.2628
23,8d55b2c8cb7e8886c58c81643555e74c697c7302470c42f0e563dd1875d75b57,"BNY, iCapital, Nasdaq, S&P Invest in Digital Asset - Markets Media",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8708657759721126,0.8936,1.109,0.5,1.0,0.2548
24,8f6178b594dee84003726a90d5bba3b4230be2fcfee8a688cdd0905e540abe2d,"Banks Pull Back After OCC Hack, Now the Regulator Is Rethinking Security - The National CIO Review",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,2.0,0.8936,1.109,0.5,1.0,0.2723
25,90343b1d80e81dea27ced12c41e600473c7168fd14e60bcb6a42508edcc21e8a,Coinbase and traditional financial firms poised to benefit from US stablecoin legislation - CryptoSlate,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.2916450277852274,0.8936,1.109,0.5,1.0,0.1759
26,90a2f24dcbd8af42cf12e42c2311dcac800918aaa9ebe03cabdfefd0500ade8a,Korean banks to launch joint stablecoin - ledgerinsights.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9537796125524913,0.8936,1.109,0.5,1.0,0.266
27,9188091c77e7c03035996b4b65ce1d6d9520806c93a13db049e25aea74202d11,"Charles A. Johnson, 39, formerly of Northborough | Obituaries - communityadvocate.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8485758395816818,0.8936,1.109,0.5,1.0,0.2517
28,95eb60c40d11b13a8ba88344daa6698dbac4419c9e252024effff61986de2c96,BNY calls workers back to the office 4 days a week. See the memo. - Business Insider,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5173640640167445,0.8936,1.109,0.5,1.0,0.2066
29,97aa3ebc3249a8e1d1354efc83b97fbd3f5d364f96f26ed2f3cbf6296ef37550,ISO 20022: The current view - Euromoney,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.94046722074295,0.8936,1.109,0.5,1.0,0.2642
30,98422d65bda3f5316395674ce108b4fd512342b2f977f1509501ed3f4c0b69c6,BNY Mellon secures regional headquarters license in Saudi Arabia - Citywire,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.2726206385125032,0.8936,1.109,0.5,1.0,0.1733
31,9959767c90487de7c755172d17c846e92388d7c65d9ac108245ff5b3c74c9dc2,Missing NYC banker Grant Barr washes up dead on Spanish beach in heartbreaking twist for family - New York Post,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.667919895194217,0.8936,1.109,0.5,1.0,0.2271
32,9c1d1806684b8d06816512f08d6bf66deb93a6ab088f40562be9e1e0a7b72f51,Foreign investors are selling more Treasurys. That’s bad news for U.S. borrowers. - MarketWatch,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5411605316808759,0.8936,1.109,0.5,1.0,0.2099
33,9c21c78323551fa73c4d26c57117d2232c909468e642999d88685d462bfd938a,What Investors Actually Want From Their Advisors - wealthmanagement.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.7837352840155694,0.8936,1.109,0.5,1.0,0.2429
34,9d81371f8fc6ff1a3ab4be0e3ba8daa5a0bcaa846c34da78ccb77e75e0344eda,"Orlando leads nation in job growth, outpacing other major US regions - The Business Journals",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.987956164029229,0.8936,1.109,0.5,1.0,0.2707
35,9dfda910763d67de6e42a32363e1fb5216d4b59944bae117978ddba713726d02,Bank Stocks Slammed as Tariffs Drive Recession Fears - Morningstar,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8617420736869024,0.8936,1.109,0.5,1.0,0.2535
36,9e683e187e07a6a145f6da662c51bc69cb31084ed9bb345623e3950d8fd52cc2,DHF: Risks Are Too Great For A Contrarian Purchase (DHF) - Seeking Alpha,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.940467220742951,0.8936,1.109,0.5,1.0,0.2642
37,9f24c4f573db12361509d63f2faab740714036117fd4bd4ef5a82d4378bfc70d,Goldman Sachs Thinks These Stocks Are ‘Insulated’ From a Trade War - Barron's,Goldman Sachs,ORG,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8907309230014038,0.8936,1.109,0.5,1.0,0.2575
38,9f25a639cdc011f75744d8907353c456144a85635adc51f7f403a01e1372a8b6,BNY Expands Digital Asset Platform with Launch of Innovative On-Chain Offering - Hubbis,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8430190445713652,0.8936,1.109,0.5,1.0,0.251
39,a0b492ac5eeb2e257a1520b0ea3655d91234424b6b78b07de6cc8a8f4407d935,"BNY selling building on Greenwich's Mason Street, closing private bank branch - ctpost.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8179661190590188,0.8936,1.109,0.5,1.0,0.2476
40,a2d7ce2f73aafdaa5660cecefdd95056238f4addcee234e07f408479b3971f6d,"USD: Weak Dollar Is a Buy for Long-Horizon Investors, BNY Says - Bloomberg.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.648770600914463,0.8936,1.109,0.5,1.0,0.2245
41,a584ef80baf878ef46ed884b2dec66753d14f7b02a13a55066282a0c0d3afec8,Ethereum’s $150B BlackRock Deal: A Game-Changer for Crypto - CryptoRank,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.940467220742951,0.8936,1.109,0.5,1.0,0.2642
42,a61976f038978a6ae981c85a870f0a7d0fd25ad136db0e395e9e8e0790153d8a,BNY Is Changing The Game For Crypto Accounting - Forbes,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9149708234539258,0.8936,1.109,0.5,1.0,0.2608
43,a9052336e2c2d8f8c23956061212964150db26cd654ab02d802609bed5eb8fec,How eToro’s Stock Lending Feature Will Unlock Passive Income - FinTech Magazine,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9052814922487213,0.8936,1.109,0.5,1.0,0.2594
44,a9424f08667a54d18883c967a81545d5deb0d7514905033fb9690b453fed52b1,Forensics at scene as police tape off Manchester office block - manchestereveningnews.co.uk,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9491911201363896,0.8936,1.109,0.5,1.0,0.2654
45,ad0cd6673b25543e513de21e866b074d6c14069274fa605014a43c48eea94bb3,"BlackRock, BNY Set to Offer New Blockchain-Based Share Class - ETF.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5951044637275462,0.8936,1.109,0.5,1.0,0.2172
46,af4a4f6c24591920ef6f24d435ad156e88aadb4e679358d978d4994e5c9df3ac,Trump’s Attacks on the Fed and Powell Will Have Unintended Consequences - Barron's,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.6524960022849946,0.8936,1.109,0.5,1.0,0.225
47,afe24f0472e7f7a5978cadf1eef709236906c7ba648f4d5127f1a8ba12f3dc01,Agentic AI: The Rise Of Autonomous Decisions In The Financial Industry - Forbes,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.2712757263847099,0.8936,1.109,0.5,1.0,0.1731
48,b3ec173a14ec2248d252d1e6fcbd6a5f91880990f9021ebd599c6759a7ee78fe,"CHARLES JOHNSON Obituary (1985 - 2025) - North Andover, MA - Boston Globe - Legacy | Obituary",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.920751967623512,0.8936,1.109,0.5,1.0,0.2615
49,b5a65312978befa2afa8eeab9e2830f335ec52c91cdb9d304414d75da6fdcd42,"‘Positive momentum’ | BNY mandates four-day return-to-office, but rules out full RTO (for now) - HR Grapevine",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.783484814113641,0.8936,1.109,0.5,1.0,0.2429
50,b5b7681bdf9bd816d88614dcfe07886c740fe8d5e2e1ecc38cb936ef691f0177,DTCC names Talia Klein its Head of Wealth Management Services - FX News Group,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8684589839770842,0.8936,1.109,0.5,1.0,0.2544
51,b6b458a025680230e756293a8e2575bf7ae961e23285f328d88fd5513f07b402,eToro to launch stock lending programme - Securities Finance Times,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8367795372909885,0.8936,1.109,0.5,1.0,0.2501
52,b84d6844b58744d6fd998f72e057f72778ad9e25a0ac3a57bbf2f9a82e1cb286,Is Weak Consumer Sentiment a Contrarian Signal? - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9204033885794045,0.8936,1.109,0.5,1.0,0.2615
53,badf34cf47e3a510974b328f9caf9ee06b2d74c6fb5e04e8377056e1005f756a,Wexford TD criticises Government response to BNY Mellon workers - southeastradio.ie,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8550945489686148,0.8936,1.109,0.5,1.0,0.2526
54,bbdab2e21c095b12bda1d5b6f1f2b5cf03f872dbfcb65d2983f65ec7ea48694d,Amy E. Dwyer-Shute - crainscleveland.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8120091096596855,0.8936,1.109,0.5,1.0,0.2467
55,c290b7e3e2bef5d1a72df56809ff3e1809c549e6affc7633fca413f6358fdeb1,Data Share: The Next Level in Data Management - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9387575766588432,0.8936,1.109,0.5,1.0,0.264
56,c4351d9af1191b5148deb1259498161717bae9cba8f833084cd3a5df9465ad4a,BNY transforms compliance monitoring with Behavox Quantum AI - FinTech Global,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9060731350983273,0.8936,1.109,0.5,1.0,0.2595
57,c54683cf3482032f8989bdbb4e67987af8691c5cd69b73f1be898739acab5ba8,ClearToken makes its case for becoming the CLS of digital assets - ledgerinsights.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.6976334998042732,0.8936,1.109,0.5,1.0,0.2312
58,c71cac17f96a88c2101f8bf84854726bc36f072d1fbba55d2392f39800aefb28,iFlow | Investor Trends | The biggest rotation plays: Where is the peak? - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8897291701069765,0.8936,1.109,0.5,1.0,0.2573
59,c78588d7083fdf7a2d83f555c053729510a90127c46f21c079861318d4b2d73b,Banks on deck for quarterly earnings amid tariffs mayhem: Live coverage - American Banker,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9632107552029217,0.8936,1.109,0.5,1.0,0.2673
60,cb4e57779296c57a6d4dfa17bbd653050268b6288ee57c0fffba6177f6e756a8,"Can Trump Fire Powell? He Says He Won’t, But His Fed Battle May Not Be Over. - The New York Times",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.0942418293991407,0.8936,1.109,0.5,1.0,0.149
61,cb6dee1cb0de7357ea22ae964e8474ce44206d7e49fa7c758e0fc648f8a1f384,BNY Mellon expands office presence requirement to four days a week starting September - HR Katha,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5488932528317854,0.8936,1.109,0.5,1.0,0.2109
62,ce650a5ee5c19b03ac94d293f9488afc6c4b3e2741c476acdd7698b86da6a754,Sohar International Partners with BNY to Boost Oman’s Financial Sector - intlbm,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.050863811836928,0.8936,1.109,0.5,1.0,0.1431
63,cf4f12e57b9c104963b51f7b361985d409bed7d2c281d163d5c0c48eed140561,"BNY reports 21% profit surge, CEO talks AI and digital initiatives - The Business Journals",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8537696418800769,0.8936,1.109,0.5,1.0,0.2524
64,cffb295ba5e956aa96e48f274d117e108dd5c444a2513a601f64a598a0bb754d,"BNY beats Q1 profit estimates to kick-off 2025, helped by jump in assets under custody - Reuters",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.910941094649795,0.8936,1.109,0.5,1.0,0.2602
65,d0628ebdbee231311b2356627bc476f92190cfa22bae7da202a5d67ab36a060d,BNY launches new blockchain accounting tool with BlackRock as first client - Fortune,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5775084410015996,0.8936,1.109,0.5,1.0,0.2148
66,d0ea69f2939ad0aa7d51cdf6bdce9a877733df5525564f337d2ff64f9c83ed58,BNY gets license for Saudi regional HQ as global banks grow presence - Arab News,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.2862590695351956,0.8936,1.109,0.5,1.0,0.1751
67,d1a2753412c09b8c87680a29561f1e4eb06d58d06e9b13cbeaf01a0fe7bc3959,Market meltdown: should you sell your shares – or buy? - The Telegraph,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.2797092995993342,0.8936,1.109,0.5,1.0,0.1743
68,d82bf55615ff8868c8f748d3dbbb9e9a1f5b5a6a3d0dcf6c9c9fe4bf1c937415,Global Rout Carries Whiff of Panic as Trump Holds Fast on Tariffs - Bloomberg.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.7613733980708277,0.8936,1.109,0.5,1.0,0.2398
69,d85722559da151c94b92fbff66637951002780ae4ae37fa722b0b556f9183539,"BlackRock (BLK), BNY Team Up to Tokenize Shares of $150B Treasury Trust Fund, SEC Filing Shows - CoinDesk",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.306654793609498,0.8936,1.109,0.5,1.0,0.1779
70,d9845dc2d2cb383fd2c48f8c3aaa0bdfd602c04867e7785896064cd6a24697a6,US Bank announces leader for investment services division - Funds Europe,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8246526893477863,0.8936,1.109,0.5,1.0,0.2485
71,da72b9a9093c88bb88be623864dba040890886c5131f3b02bcd5fe5a395073f0,"BNY's First-Quarter 2025 Market, Wealth Services Income Rises - Family Wealth Report",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5716208802482203,0.8936,1.109,0.5,1.0,0.214
72,ddcb5c6b6b88836a3ef258f1d04039de62ad45acadc2064b8901580329e0f98c,iFlow | Equities | Retail doesn’t always win? - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.872673298198169,0.8936,1.109,0.5,1.0,0.255
73,df5901655035d08dbbd6cf691ed35ea7c554abae2fe4c37333bff78fbd798b61,Bank of New York Mellon: A Stagflation Winner At A Fair Valuation (NYSE:BK) - Seeking Alpha,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.4955633435907165,0.8936,1.109,0.5,1.0,0.2037
74,e035ca01d84fb983b0a88865e8f4247ad20830413bdd1769b993513e00099a45,"Trade-war panic is so overblown that it's a great time to buy, these Wall Street strategists say - Business Insider",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9544184770103552,0.8936,1.109,0.5,1.0,0.2661
75,e1037f9d8afc6885d13dcbb8594636249ecbce9f1aad6bfb7651671f24300975,"BNY’s Profit Jumps 21%, Warns of ‘Uncertain’ Outlook Ahead - Bloomberg.com",,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5104047145763912,0.8936,1.109,0.5,1.0,0.2057
76,e422e255636ff63e95caaaa443b83a8bb81bc872d10e62611e2ff1e45851cc5e,DTCC Welcomes Two Senior Leaders in Financial Services to Its Board of Directors - FF News | Fintech Finance,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.31121971921071,0.8936,1.109,0.5,1.0,0.1785
77,e5171b804b578b81b75a43d8c81fe4bb688875610963241c1153d85c722221f0,BNY Mellon price target lowered to $93 from $94 at Morgan Stanley - TipRanks,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9064048150176651,0.8936,1.109,0.5,1.0,0.2596
78,ea615a20ae977920ed34dd2aae88120c77216fcb058860321648820cdba57c72,The Big 4’s entry criteria and your graduate job application - TargetJobs,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.94046722074295,0.8936,1.109,0.5,1.0,0.2642
79,eb96542384c268eab3a06b01c9fbc528d5501ae05305cc52fcf3b8d6f12e6d4c,BNY starts feeding digital asset reserve accounting to blockchains - ledgerinsights.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.6952997450263512,0.8936,1.109,0.5,1.0,0.2308
80,ec3aa78b966b4745b1f7b760fbf60dfb484aa5a797f559dced1e56601449b70b,Key metrics from Bank of New York Mellon Corporation’s (BK) Q1 2025 earnings results - AlphaStreet,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.4994649797032436,0.8936,1.109,0.5,1.0,0.2042
81,ed431fe96d591e6b45e39227cdc4931ede71facff68468e287667cd1508a8bce,IMF and World Bank Spring Meetings: 3 key themes - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.9347200275414238,0.8936,1.109,0.5,1.0,0.2635
82,f10fca3c73e6cedb5b3573cb9de66640cc4171ccf63c431b4f251f815719a883,Foreign investors are selling more Treasurys. That’s bad news for U.S. borrowers. - MarketWatch,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.5411605316808759,0.8936,1.109,0.5,1.0,0.2099
83,f373c30715808667597281520d496eb4af874c5d6005a79f89127d78b051e87f,JP Morgan picks up servicing mandate for Iceland’s Pension Fund of Commerce - Global Custodian,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.914351445893212,0.8936,1.109,0.5,1.0,0.2607
84,f5f086f22b403ac4b219fa2baff034f0227734e2429c7043a74183303a004508,BNY Obtains Regional Headquarters License in the Kingdom of Saudi Arabia - BNY,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.344176762686879,0.8936,1.109,0.5,1.0,0.183
85,f748214e16187eb563f3f4107a17a272f5ba41d4298c16115f494aa2c2255aa0,PRESS RELEASE: Global Finance Names The World’s Best Financial Innovation Labs 2025 - Global Finance Magazine,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.8835173761648285,0.8936,1.109,0.5,1.0,0.2565
86,ff9029aafd452fc143e0fec54cda60d4da2d65c02e545e5219be2522c650b4dc,BNY Mellon secures regional headquarters license in Saudi Arabia - economymiddleeast.com,,,BK,unknown_event,1.0,No specific event detected,0.9,0.1,1,1.2581378345144874,0.8936,1.109,0.5,1.0,0.1713
